id,customer_id,date,caller,status,result,notes
01/03/2494,44309,22/01/2026,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ยังไม่ได้ลองใช้ เพราะน้ำท่วมตายเกือบหมด กำลังไล้ซ่อมปลูกใหม่ รอโตกว่านี้หน่อยจะทดลองใช้ น่าจะช่วงเมษายนนู้นเลย 22-1-69
03/10/2493,247172,22/01/2026,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,ไม่รับสายรอบแรกเลยโทรซ้ำ ตัดสายทิ้ง 22/1/69
19/06/2493,27383,22/01/2026,กล๊อฟ [Telesale],รับสาย,ขายได้,รับสาย บอกว่ากำลังดูเฟสอยู่เลยคู่นี้ ว่าจะลองสั่งมาลองพอดี เลยเอา 2ชุดก่อน ส่วนแปลงบนเขาพี่ใช้ของอีกตัวนึง ตอนนี้กำลังดังเลยของเวอแพลน คนแถวนี้ใช้กันเยอะ แล้วมันเซนก่อนได้ พี่ก็ลองใช้ อยู่ จะลองเอาลองเขามาเทียบกันดูว่ายังไง แต่ยอมรับว่า6-3ของเราใช้ดี เด๊่ยวรอตัดลูกแล้ว จะใช้อีกที อยากให้ของเรามีมาที่สวนมาตีตลาดแถวนี้บ้าง เพราะคนแถวๆนี้ใช้เวอแพลนกันเยอะกับแบล็คแคท ร้านขายยาแถวนี้เยอะ ใช้ก่อนจ่ายทีหลังได้ เลยอยากให้ของเราทำแบบนี้บ้างมาสวนบ้าง เลยบอกจะเสนอผุ็บริหารให้ และให้ลูกค้าใช้ตัวนี้ดูก่อน แล้ว จะโทรติดตามผล ลูกค้าบอกให้โทรหาช่วงเย็นๆ 22/1/69
24/01/2493,246220,22/01/2026,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รับสาย บอกว่า ใช้ไปสองรอบแล้ว ไม่เห็นผลเลย เลยถามว่าใช้ยังไง ผสมอะไรบ้าง สรุปแม่ผสม ยาฆ่าแมลงเคมีไปด้วย เลยไม่ได้ผล เลยอธิบายวิธีใช้งานไปให้ใหม่ วิธีการผสมไปให้ใหม่และเน้นย้ำการใช้งานไปให้ และบอกจะติดตามผลใหม่ 22/1/69
20/10/2492,28837,22/01/2026,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,ไม่ใช้แล้ว ตอนนี้ ใช้ของหลวงที่แจกมารอบที่แล้วตอนน้ำท่วม ยังไม่ได้ใช้เลย ว่าจะลองใช้ตอนลงข้าวนาปีประมาณ มิถุนายน ตอนนี้ มีนาปัง ไม่กี่ไร่ ทดลองใช้ที่หลวงเขาแจกมาก่อน ประหยัดต้นทุน เพราะไม่มีงบ เลยบอกว่าถ้าอยากได้อะไรเพิ่มเติม ก็โทรกลับมาได้เบอร์นี้ 22/1/69
10/09/2492,73627,22/01/2026,กล๊อฟ [Telesale],ไม่รับสาย,ไม่รับสาย,โทรหาสองครั้ง ไม่รับสาย 22/1/69 น่าจะใช้ตัวอื่นแล้วละ แต่จะอ้างไปเรื่อย 
08/08/2492,189979,22/01/2026,กล๊อฟ [Telesale],รับสาย,สินค้ายังไม่หมด,รับสาย บอกว่า ตอนนี้ เป็นดอกแล้ว โบรอนพี่มีแล้ว ของเทพวัฒนา แล้วพี่ก็พึ่งสั่ง 6-3 มา 5กระสอบใส่ต้นเล็ก 21-3 ลังนึก แต่รู้สึกว่ามันไม่ค่อย เห็นผลเท่าที่ควร เด๊่ยวจะรอดูอีกสักหน่อย แต่ 4-24 ใช้ดีโอเครเลย อาจจะด้วยปัจจัยอื่นๆด้วย เลยฝากสินค้าเราไป ลูกค้าบอกเคยคุยกับน้องผู็ ญ ชื้อปุ่ยหรืออะไรนี้แหละ เลยให้เราแอดไลน์ไป เลยบอกว่ามีโปรช่วงไหน จะโทรแจ้ง 22/1/69 รอบต่อไปตามในไลน์ 
15/06/2492,225305,22/01/2026,กล๊อฟ [Telesale],รับสาย,ไม่สนใจ,รับสายบอกไม่ใช้แล้ว ฉีดแล้ว มันร่วงหนักกว่าเดิม เลยถาม สรุป ผสมเยอะเอง แล้วมาโทษว่า ใส่แล้วร่วง ถัง 15ลิตร ใส่เกือบ ครึ่งฝา แล้วมาบอกว่าใช้ไม่ดี ไม่ใช้แล้ว  เลยปล่อย ไม่ตามแล้ว 22/1/69
23/05/2492,49154,22/01/2026,กล๊อฟ [Telesale],รับสาย,ยังไม่ถึงรอบใช้งาน,รับสาย บอกว่า ยังไม่หมด แต่ปุ๋ยเม็ดใส่หมดแล้ว รอเป้นลูกแล้วค่อยใส่ใหม่อีกที พวกปุ๋ยน้ำเชื้อรา ยังไม่หมด ตอนนี้ยังไม่มีงบ เด๊ยวรอมีงบจะโทรไป เลยบอกจะโทรหาใหม่ สิ้นเดือนหน้า 
26/04/2492,53637,22/01/2026,กล๊อฟ [Telesale],รับสาย,คนอื่นรับสายแทน,ลูกสาวรับสาย บอกไม่ใช้แล้ว ไม่ต้องโทรเพราะนึกว่ามิจฉาฉีพ 22/1/69
